course,courseofferedby,term,dayperiod,semesteroffered,maininstructor,classroom
環境経済・政策学Ｂ,システム工学部,2023年度,火3,第4クォーター,山本 祐吾,A202(北1号館)
微積分２,システム工学部,2023年度,火4,後期,金江 亮,A103(北1号館)
信号とシステム,システム工学部,2023年度,火4,後期,宮本 伸一,A101(北1号館)
量子力学ⅠＡ,システム工学部,2023年度,火4,第3クォーター,小田 将人,B101(北3号館)
建築・環境法規Ａ,システム工学部,2023年度,火4,第3クォーター,田辺 弘幸,A202(北1号館)
環境システム基礎製図Ⅱ,システム工学部,2023年度,火4火5,第3クォーター,平田 隆行,環境S第1CAD・製図室(北3号館)
ソフトウェアエンジニアリング演習Ａ,システム工学部,2023年度,火4,第3クォーター,満田 成紀,A104(北1号館)
量子力学ⅠＢ,システム工学部,2023年度,火4,第4クォーター,小田 将人,B101(北3号館)
産業エコロジー工学Ｂ,システム工学部,2023年度,火4,第4クォーター,吉田 登,A104(北1号館)
住環境設計演習,システム工学部,2023年度,火4火5,第4クォーター,平田 隆行,環境S第1CAD・製図室(北3号館)
基礎化学Ｂ,システム工学部,2023年度,水1,第3クォーター,奥野 恒久,A103(北1号館)
流体力学,システム工学部,2023年度,水1水2,第3クォーター,松井 徹,A101(北1号館)
計測システム,システム工学部,2023年度,水1水2,第3クォーター,村田 頼信,A203(北1号館)
計算機システムＣ,システム工学部,2023年度,水1,第3クォーター,和田 俊和,情報通信演習室(北1号館)
分析化学Ⅱ,システム工学部,2023年度,水2金4,第3クォーター,矢嶋 摂子,B203(北3号館)
生活環境システムＡ,システム工学部,2023年度,水2,第3クォーター,宮川 智子,B101(北3号館)
オペレーティングシステム,システム工学部,2023年度,水2,第3クォーター,伊原 彰紀,A104(北1号館)
アルゴリズム設計Ａ,システム工学部,2023年度,水2,第4クォーター,満田 成紀,A203(北1号館)
情報ネットワークＤ,システム工学部,2023年度,水2,第4クォーター,吉廣 卓哉,A101(北1号館)
情報ネットワーク入門１,システム工学部,2023年度,水3,第3クォーター,吉野 孝,記載なし
制御系設計,システム工学部,2023年度,水3水4,第3クォーター,土橋 宏規,A202(北1号館)
建築計画Ａ,システム工学部,2023年度,水3,第3クォーター,平田 隆行,A101(北1号館)
有機材料化学Ｂ,システム工学部,2023年度,水3,第3クォーター,坂本 英文,B202(北3号館)
情報ネットワーク入門２,システム工学部,2023年度,水3,第4クォーター,塚田 晃司,記載なし
地盤工学,システム工学部,2023年度,水3水4,第4クォーター,江種 伸之,A202(北1号館)
社会情報学セミナーⅡ,システム工学部,2023年度,水3水4金3金4,第4クォーター,吉野 孝,記載なし
建築計画Ｂ,システム工学部,2023年度,水3,第4クォーター,平田 隆行,A101(北1号館)
固体物理学Ａ,システム工学部,2023年度,水3,第4クォーター,尾崎 信彦,B202(北3号館)
人工知能演習,システム工学部,2023年度,木1木2,後期,松田 憲幸,情報通信演習室(北1号館)
プログラミングとアルゴリズム入門１,システム工学部,2023年度,木1,第3クォーター,陳 金輝,記載なし
プログラミングとアルゴリズム入門２,システム工学部,2023年度,木1,第4クォーター,陳 金輝,記載なし
構造力学,システム工学部,2023年度,木2,後期,稲田 竜也,B101(北3号館)
防災工学,システム工学部,2023年度,木3,後期,田内 裕人,A104(北1号館)
ビジュアル情報論,システム工学部,2023年度,木3,後期,天野 敏之,A101(北1号館)
構造材料実験実習,システム工学部,2023年度,木3木4,後期,稲田 竜也,B101(北3号館)
人間工学,システム工学部,2023年度,木3木4,第3クォーター,阪本 清美,A203(北1号館)
サウンドプログラミング演習,システム工学部,2023年度,木3木4,第3クォーター,西村 竜一,A204(北1号館)
化学実験Ⅱ,システム工学部,2023年度,木3木4,第3クォーター,矢嶋 摂子,B203(北3号館)
情報システム開発演習１,システム工学部,2023年度,木3木4,第3クォーター,吉野 孝,デザイン情報第2実習室(北1号館)
半導体工学Ⅱ,システム工学部,2023年度,木3,第3クォーター,宇野 和行,A202(北1号館)
制御工学,システム工学部,2023年度,木3木4,第4クォーター,長瀬 賢二,A103(北1号館)
化学実験Ⅲ,システム工学部,2023年度,木3木4,第4クォーター,坂本 隆,化学実験室(北3号館)
情報システム開発演習２,システム工学部,2023年度,木3木4,第4クォーター,吉野 孝,デザイン情報第2実習室(北1号館)
論理回路,システム工学部,2023年度,木4,後期,中村 恭之,A101(北1号館)
電気回路,システム工学部,2023年度,木4金4,第3クォーター,松本 正行,A103(北1号館)
構造学Ａ,システム工学部,2023年度,木4,第3クォーター,高砂 正弘,A202(北1号館)
構造学Ｂ,システム工学部,2023年度,木4,第4クォーター,高砂 正弘,A202(北1号館)
構造計画Ａ,システム工学部,2023年度,木5,第3クォーター,高砂 正弘,A202(北1号館)
ビジネスインテリジェンス,システム工学部,2023年度,木5,第3クォーター,満田 成紀,A203(北1号館)
構造計画Ｂ,システム工学部,2023年度,木5,第4クォーター,高砂 正弘,A202(北1号館)
線形代数１,システム工学部,2023年度,金1,後期,大東 雅幸,A104(北1号館)
高分子化学,システム工学部,2023年度,金1,後期,坂本 英文,B202(北3号館)
数値計算アルゴリズム演習,システム工学部,2023年度,金1金2,後期,岩崎 慶,記載なし
構造化学,システム工学部,2023年度,金1金2,第4クォーター,橋本 正人,B203(北3号館)
ファシリティ計画概論,システム工学部,2023年度,金2,第3クォーター,川角 典弘,A203(北1号館)
ヒューマンインタフェースデザイン,システム工学部,2023年度,金2,第3クォーター,曽我 真人,A202(北1号館)
システム評価法,システム工学部,2023年度,金2,第4クォーター,曽我 真人,A202(北1号館)
微積分２,システム工学部,2023年度,金3,後期,井前 讓,A203(北1号館)
線形代数２,システム工学部,2023年度,金3,後期,大東 雅幸,A104(北1号館)
物理学演習,システム工学部,2023年度,金3,後期,山門 英雄,A202(北1号館)
環境計測評価法Ⅱ,システム工学部,2023年度,金3金4,第3クォーター,井伊 博行,学術情報センター第3演習室(西5号館)
メディアデザインセミナー２Ａ,システム工学部,2023年度,金3金4,第3クォーター,今井 敏行,記載なし
都市デザイン演習,システム工学部,2023年度,金3金4,第3クォーター,佐久間 康富,環境S第1CAD・製図室(北3号館)
レーザー工学,システム工学部,2023年度,金3,第4クォーター,宮崎 淳,A204(北1号館)
情報ネットワークＣ,システム工学部,2023年度,金4,第3クォーター,吉廣 卓哉,A101(北1号館)
プログラミング言語処理系,システム工学部,2023年度,金4,第4クォーター,和田 俊和,A101(北1号館)
メジャー体験演習Ａ,システム工学部,2023年度,他,後期,吉野 孝,記載なし
メジャー体験演習Ｂ,システム工学部,2023年度,他,後期,吉野 孝,記載なし
ネットワーク情報学演習,システム工学部,2023年度,他,後期,葛岡 成晃,記載なし
知能情報学演習,システム工学部,2023年度,他,後期,和田 俊和,記載なし
機械電子制御研究実習,システム工学部,2023年度,他,後期,中嶋 秀朗,記載なし
化学特論,システム工学部,2023年度,他,後期,矢嶋 摂子,記載なし
応用化学実験,システム工学部,2023年度,他,後期,矢嶋 摂子,記載なし
環境デザイン演習Ａ,システム工学部,2023年度,他,後期,佐久間 康富,記載なし
環境科学演習,システム工学部,2023年度,他,後期,井伊 博行,記載なし
実践的システム開発演習,システム工学部,2023年度,他,後期,満田 成紀,記載なし
電気電子工学研究実習,システム工学部,2023年度,他,後期,松本 正行,記載なし
材料工学実験Ｃ,システム工学部,2023年度,他,後期,尾崎 信彦,記載なし
材料工学セミナー,システム工学部,2023年度,他,後期,尾崎 信彦,記載なし
メディアデザインセミナー２Ｂ,システム工学部,2023年度,他,後期,今井 敏行,記載なし
環境情報演習Ｂ,システム工学部,2023年度,他,第4クォーター,原 祐二,学術情報センター第3演習室(西5号館)
プロジェクト演習,観光学部,2023年度,月1,前期,Adam Doering,T101教室(西4号館)
観光とブランド,観光学部,2023年度,月1月2,第2クォーター,佐々木 壮太郎,E1-102(東1号館)
日本文化演習Ｄ,観光学部,2023年度,月1月2,第2クォーター,白井 陽子,和室(大学会館2階)
観光政策,観光学部,2023年度,月2,前期,青木 義英,T101教室(西4号館)
観光戦略論（ｔ）,観光学部,2023年度,月3月4,第1クォーター,竹林 浩志,E1-103(東1号館)
世界観光地論,観光学部,2023年度,月3月4,第1クォーター,青木 義英,T101教室(西4号館)
観光組織論,観光学部,2023年度,月3月4,第2クォーター,竹林 浩志,E1-103(東1号館)
国際交流論,観光学部,2023年度,月3月4,第2クォーター,青木 義英,T101教室(西4号館)
Strategic Tourism Management,観光学部,2023年度,月3月4,第2クォーター,佐野 楓,E1-203(東1号館)
日本文化演習Ａ,観光学部,2023年度,月3月4,第2クォーター,鎌田 えい子,"E1-306(東1号館), 和室(大学会館2階)"
専門演習Ⅱ,観光学部,2023年度,月5,通年,木川 剛志,E211教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,月5,通年,佐々木 壮太郎,E208教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,月5,通年,堀田 祐三子,E210教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,月5,通年,加藤 久美,E207教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,月5,通年,竹林 浩志,E209教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,月5,通年,加藤 久美,E207教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,月5,通年,竹林 浩志,E209教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,月5,通年,木川 剛志,E211教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,月5,通年,佐々木 壮太郎,E208教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,月5,通年,堀田 祐三子,E210教室(西2号館)
観光空間計画論,観光学部,2023年度,火1火2,第2クォーター,永瀬 節治,T101教室(西4号館)
プロジェクト演習,観光学部,2023年度,火3,前期,永瀬 節治,T101教室(西4号館)
Tourism and Language A,観光学部,2023年度,火3,前期,城山 雅宏,E1-201(東1号館)
Tourism and Culture,観光学部,2023年度,火3火4,第1クォーター,吉田 道代,E1-301(東1号館)
会計学,観光学部,2023年度,火3火4,第1クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
観光と森林,観光学部,2023年度,火3火4,第2クォーター,大浦 由美,E1-101(東1号館)
観光経営特殊講義Ｂ,観光学部,2023年度,火3火4,第2クォーター,高田 宏,E1-303(東1号館)
Customer Relationship Management,観光学部,2023年度,火3火4,第2クォーター,佐野 楓,E1-301(東1号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,北村 元成,担当教員研究室(西4号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,佐野 楓,E212教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,澤田 知樹,E208教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,竹林 明,E213教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,永井 隼人,担当教員研究室(西4号館)
専門演習Ⅱ,観光学部,2023年度,火5,通年,八島 雄士,学術情報センター第2演習室(西5号館)
専門演習Ⅰ,観光学部,2023年度,火5,通年,Adam Doering,E206教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,火5,通年,吉田 道代,E209教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,火5,通年,Adam Doering,E206教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,火5,通年,吉田 道代,E209教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,北村 元成,担当教員研究室(西4号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,佐野 楓,E212教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,澤田 知樹,E208教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,竹林 明,E213教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,永井 隼人,担当教員研究室(西4号館)
Global SeminarⅡ,観光学部,2023年度,火5,通年,八島 雄士,学術情報センター第2演習室(西5号館)
Principles of Tourism C,観光学部,2023年度,水1水2,第1クォーター,Adam Doering,E1-205(東1号館)
観光と医療,観光学部,2023年度,水1水2,第2クォーター,竹田 明弘,T101教室(西4号館)
Principles of Tourism D,観光学部,2023年度,水1水2,第2クォーター,加藤 久美,E1-205(東1号館)
観光表現論,観光学部,2023年度,水2,前期,北村 元成,学術情報センター第3演習室(西5号館)
プロジェクト演習,観光学部,2023年度,水3,前期,竹林 浩志,第二講義室(西1号館)
English Lab Ⅱ,観光学部,2023年度,水3,前期,柴本 百合香,E1-306(東1号館)
わかやま観光事情,観光学部,2023年度,水3水4,第1クォーター,東 悦子,E1-103(東1号館)
観光学概論,観光学部,2023年度,水3水4,第1クォーター,堀田 祐三子,T101教室(西4号館)
観光学概論,観光学部,2023年度,水3水4,第1クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
観光経営論,観光学部,2023年度,水3水4,第1クォーター,竹林 明,E1-203(東1号館)
観光とダイバーシティ,観光学部,2023年度,水3水4,第1クォーター,吉田 道代,E1-102(東1号館)
観光中国語,観光学部,2023年度,水3水4,第2クォーター,後藤 秋美,T101教室(西4号館)
観光地マネジメント論（ｔ）,観光学部,2023年度,水3水4,第2クォーター,竹林 明,E1-103(東1号館)
ファイナンス論,観光学部,2023年度,水3水4,第2クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
専門演習Ⅱ,観光学部,2023年度,水5,通年,加藤 久美,E206教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,水5,通年,竹林 浩志,E210教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,水5,通年,永瀬 節治,担当教員研究室(西4号館)
専門演習Ⅱ,観光学部,2023年度,水5,通年,東 悦子,E212教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,水5,通年,吉田 道代,E207教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,Abhik Chakraborty,E203教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,尾久土 正己,E215教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,木川 剛志,E214教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,北村 元成,担当教員研究室(西4号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,竹田 明弘,E209教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,竹林 明,E211教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,出口 竜也,E208教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,堀田 祐三子,E213教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,水5,通年,八島 雄士,学術情報センター第2演習室(西5号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,Abhik Chakraborty,E203教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,尾久土 正己,E215教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,木川 剛志,E214教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,北村 元成,担当教員研究室(西4号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,竹田 明弘,E209教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,竹林 明,E211教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,出口 竜也,E208教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,堀田 祐三子,E213教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,水5,通年,八島 雄士,学術情報センター第2演習室(西5号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,加藤 久美,E206教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,竹林 浩志,E210教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,永瀬 節治,担当教員研究室(西4号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,東 悦子,E212教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,吉田 道代,E207教室(西2号館)
国際観光論,観光学部,2023年度,木1木2,第2クォーター,出口 竜也,T101教室(西4号館)
観光キャリアデザイン演習A,観光学部,2023年度,木1木2,第2クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
Academic Skills Ⅲ,観光学部,2023年度,木2,前期,Samuel Sorenson,K208(西4号館)
観光文化特殊講義Ｃ,観光学部,2023年度,木3木4,第1クォーター,小野 健吉,A203(北1号館)
観光プロデュース論,観光学部,2023年度,木3木4,第1クォーター,米山 龍介,T101教室(西4号館)
観光と音楽,観光学部,2023年度,木3木4,第2クォーター,米山 龍介,T101教室(西4号館)
観光文化特殊講義Ｂ,観光学部,2023年度,木3木4,第2クォーター,小野 健吉,A203(北1号館)
Academic Skills Ⅱ,観光学部,2023年度,木5,前期,Abhik Chakraborty,E1-210(東1号館)
基礎演習,観光学部,2023年度,木5,前期,木川 剛志,E1-305(東1号館)
基礎演習,観光学部,2023年度,木5,前期,複数担当教員,記載なし
基礎演習,観光学部,2023年度,木5,前期,北村 元成,E1-303(東1号館)
基礎演習,観光学部,2023年度,木5,前期,澤田 知樹,E1-306(東1号館)
基礎演習,観光学部,2023年度,木5,前期,竹林 浩志,E1-205(東1号館)
基礎演習,観光学部,2023年度,木5,前期,出口 竜也,E1-301(東1号館)
基礎演習,観光学部,2023年度,木5,前期,永瀬 節治,E1-103(東1号館)
基礎演習,観光学部,2023年度,木5,前期,東 悦子,E1-203(東1号館)
基礎演習,観光学部,2023年度,木5,前期,堀田 祐三子,E1-304(東1号館)
基礎演習,観光学部,2023年度,木5,前期,佐々木 啓,E1-201(東1号館)
基礎演習,観光学部,2023年度,木5,前期,遠藤 理一,E1-102(東1号館)
専門演習Ⅱ,観光学部,2023年度,木5,通年,Adam Doering,E202教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,木5,通年,尾久土 正己,E215教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,木5,通年,佐々木 壮太郎,E214教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,木5,通年,佐野 楓,E203教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,木5,通年,佐々木 壮太郎,E214教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,木5,通年,佐野 楓,E203教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,木5,通年,Adam Doering,E202教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,木5,通年,尾久土 正己,E215教室(西2号館)
観光商品論,観光学部,2023年度,金1金2,第1クォーター,大島 安奈,T101教室(西4号館)
プロジェクト演習,観光学部,2023年度,金2,前期,Abhik Chakraborty,E102教室(西2号館)
観光関連法規Ａ,観光学部,2023年度,金3金4,第1クォーター,廣岡 裕一,T101教室(西4号館)
観光とコミュニティ,観光学部,2023年度,金3金4,第1クォーター,神野 直幸,E1-203(東1号館)
Nature Tourism,観光学部,2023年度,金3金4,第1クォーター,Abhik Chakraborty,E1-303(東1号館)
Tourist Behavior,観光学部,2023年度,金3金4,第2クォーター,永井 隼人,E1-303(東1号館)
観光と情報表現,観光学部,2023年度,金3金4,第2クォーター,神野 直幸,E1-203(東1号館)
旅行産業論,観光学部,2023年度,金3金4,第2クォーター,廣岡 裕一,T101教室(西4号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,Abhik Chakraborty,E208教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,竹田 明弘,E212教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,出口 竜也,E211教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,永井 隼人,E209教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,永瀬 節治,E210教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,東 悦子,E213教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,永井 隼人,E209教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,永瀬 節治,E210教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,東 悦子,E213教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,Abhik Chakraborty,E208教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,竹田 明弘,E212教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,出口 竜也,E211教室(西2号館)
観光ガイド論,観光学部,2023年度,他,通年,出口 竜也,T101教室(西4号館)
地域再生論,観光学部,2023年度,他,通年,竹田 茉耶,T101教室(西4号館)
観光と視覚,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
Heritage Tourism,観光学部,2023年度,他,通年,加藤 久美,記載なし
地域再生特殊講義Ｂ,観光学部,2023年度,他,通年,中村 勇太朗,A103(北1号館)
Global Corporate Internship A,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship B,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship C,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship D,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Learning Advanced A,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced B,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced C,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced D,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity A,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity B,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity C,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity D,観光学部,2023年度,他,通年,国際連携委員長,記載なし
プロジェクト自主演習Ａ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｂ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｃ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｄ,観光学部,2023年度,他,通年,複数担当教員,記載なし
Self-Directed Project A,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project B,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project C,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project D,観光学部,2023年度,他,通年,教務委員長,記載なし
プロジェクト演習,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
プロジェクト演習,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト演習,観光学部,2023年度,他,通年,竹林 明,記載なし
観光と社会,観光学部,2023年度,他,通年,平井 健文,T101教室(西4号館)
レジャー論（ｔ）,観光学部,2023年度,他,通年,中村 勇太朗,T101教室(西4号館)
Sustainable Destination Management,観光学部,2023年度,他,通年,加藤 久美,記載なし
観光応用プロジェクトA,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
プロジェクト自主演習E,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習F,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習G,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習H,観光学部,2023年度,他,通年,複数担当教員,記載なし
観光学部インターンシップJ,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップK,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップL,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップM,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Learning Activity E,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity F,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity G,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity H,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity J,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity K,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity L,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity M,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Corporate Internship J,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship K,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship L,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship M,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project E,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project F,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project G,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project H,観光学部,2023年度,他,通年,教務委員長,記載なし
Tourism and Environment,観光学部,2023年度,他,通年,岡田 美奈子,E201教室(西2号館)
Global Learning Advanced E,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced F,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced G,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced H,観光学部,2023年度,他,通年,国際連携委員長,記載なし
南信州・飯田フィールドスタディH,観光学部,2023年度,他,通年,大浦 由美,記載なし
プロジェクト自主演習Ａ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｂ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｃ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｄ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習E（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習F（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習G（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習H（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ａ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｂ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｃ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ａ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｂ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｃ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
専門演習Ⅱ,観光学部,2023年度,他5,通年,複数担当教員,記載なし
卒業論文,観光学部,2023年度,他,通年,Abhik Chakraborty,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,Adam Doering,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,大浦 由美,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,尾久土 正己,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,加藤 久美,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,木川 剛志,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,複数担当教員,記載なし
卒業論文,観光学部,2023年度,他,通年,北村 元成,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,佐々木 壮太郎,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,佐野 楓,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,澤田 知樹,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹田 明弘,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹林 明,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹林 浩志,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,出口 竜也,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,永井 隼人,担当教員研究室(西4号館)
